"Participant","ParticipantGender","ParticipantAge","InterviewTime","Noun","Age","Gender","Education","ItemType","GramGender","Item","Sentence"
26,"female",28,520.58,"mallory",2,7,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
27,"female",31,981.42,"mallory",3,7,3,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
31,"male",31,1266.73,"mallory",2,1,2,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
32,"female",21,701.66,"mallory",3,7,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
33,"female",31,855.51,"mallory",4,1,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
34,"female",20,502.56,"mallory",5,7,3,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
35,"female",31,792.85,"mallory",4,7,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
37,"female",25,631.36,"mallory",3,1,5,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
38,"female",29,496.41,"mallory",7,7,6,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
39,"female",25,654.53,"mallory",2,7,2,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
40,"female",20,810.88,"mallory",1,7,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
41,"female",33,735.17,"mallory",4,6,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
43,"male",24,852.1,"mallory",4,7,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
47,"female",20,575.59,"mallory",2,1,3,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
48,"male",52,598.34,"mallory",4,7,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
49,"female",28,714.02,"mallory",2,7,5,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
53,"female",20,434.3,"mallory",4,6,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
55,"male",31,587.57,"mallory",3,7,3,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
56,"female",21,648.32,"mallory",2,7,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
57,"male",29,891.36,"mallory",3,7,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
58,"male",19,481.45,"mallory",3,6,3,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
59,"female",32,1233.38,"mallory",2,6,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
60,"female",22,491.28,"mallory",5,7,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
62,"female",20,1199.42,"mallory",2,6,3,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
63,"female",25,830.89,"mallory",3,7,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
64,"female",63,742.23,"mallory",2,7,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
66,"female",22,654.75,"mallory",3,4,2,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
67,"female",43,1016.14,"mallory",1,7,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
68,"female",50,817.01,"mallory",4,4,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
69,"female",19,447.26,"mallory",3,7,5,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
72,"female",19,674.88,"mallory",2,7,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
73,"male",56,905.11,"mallory",2,7,3,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
74,"female",19,781.13,"mallory",2,4,3,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
75,"male",48,710.52,"mallory",3,7,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
76,"female",31,311.7,"mallory",3,4,3,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
77,"male",26,1415.85,"mallory",4,4,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
78,"female",25,842.81,"mallory",2,7,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
79,"female",60,1166.06,"mallory",2,7,5,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
81,"female",34,609.99,"mallory",3,4,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
83,"female",66,874.4,"mallory",4,7,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
85,"female",30,638.15,"mallory",2,7,5,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
87,"female",25,996.21,"mallory",2,7,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
88,"female",35,817.9,"mallory",3,7,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
89,"male",28,660.86,"mallory",4,7,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
90,"female",29,483.07,"mallory",2,6,3,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
91,"female",60,709.91,"mallory",3,7,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
93,"female",19,1052.62,"mallory",2,7,4,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
94,"female",20,777.49,"mallory",3,7,3,"filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
7,"female",32,412.38,"andrea",5,6,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
10,"female",24,724.59,"andrea",4,4,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
11,"female",21,839.88,"andrea",2,7,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
12,"female",22,518.82,"andrea",4,4,5,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
14,"male",27,1493.74,"andrea",3,7,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
17,"female",25,840.05,"andrea",4,5,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
18,"female",21,1413.65,"andrea",4,6,5,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
19,"N/A",32,448.5,"andrea",5,4,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
20,"female",20,651.83,"andrea",6,3,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
22,"female",25,1095.14,"andrea",4,7,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
24,"female",22,1167.49,"andrea",5,4,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
25,"male",24,677.83,"andrea",4,4,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
26,"female",28,520.58,"andrea",4,4,5,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
27,"female",31,981.42,"andrea",4,5,5,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
31,"male",31,1266.73,"andrea",4,7,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
32,"female",21,701.66,"andrea",3,1,3,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
33,"female",31,855.51,"andrea",4,6,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
34,"female",20,502.56,"andrea",5,7,5,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
35,"female",31,792.85,"andrea",3,7,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
37,"female",25,631.36,"andrea",4,7,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
38,"female",29,496.41,"andrea",3,2,3,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
39,"female",25,654.53,"andrea",4,7,5,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
40,"female",20,810.88,"andrea",4,5,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
41,"female",33,735.17,"andrea",4,6,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
43,"male",24,852.1,"andrea",3,4,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
47,"female",20,575.59,"andrea",1,7,5,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
48,"male",52,598.34,"andrea",3,7,3,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
49,"female",28,714.02,"andrea",3,4,6,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
53,"female",20,434.3,"andrea",3,2,5,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
55,"male",31,587.57,"andrea",4,7,5,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
56,"female",21,648.32,"andrea",4,7,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
57,"male",29,891.36,"andrea",2,7,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
58,"male",19,481.45,"andrea",4,4,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
59,"female",32,1233.38,"andrea",5,5,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
60,"female",22,491.28,"andrea",4,7,5,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
62,"female",20,1199.42,"andrea",3,7,5,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
63,"female",25,830.89,"andrea",3,7,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
64,"female",63,742.23,"andrea",4,4,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
66,"female",22,654.75,"andrea",3,6,5,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
67,"female",43,1016.14,"andrea",4,4,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
68,"female",50,817.01,"andrea",4,4,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
69,"female",19,447.26,"andrea",4,7,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
72,"female",19,674.88,"andrea",4,4,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
73,"male",56,905.11,"andrea",4,4,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
74,"female",19,781.13,"andrea",3,7,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
75,"male",48,710.52,"andrea",4,6,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
76,"female",31,311.7,"andrea",3,4,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
77,"male",26,1415.85,"andrea",3,7,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
78,"female",25,842.81,"andrea",3,7,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
79,"female",60,1166.06,"andrea",4,7,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
81,"female",34,609.99,"andrea",3,4,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
83,"female",66,874.4,"andrea",5,4,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
85,"female",30,638.15,"andrea",3,4,5,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
87,"female",25,996.21,"andrea",3,7,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
88,"female",35,817.9,"andrea",3,3,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
89,"male",28,660.86,"andrea",4,7,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
90,"female",29,483.07,"andrea",3,7,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
91,"female",60,709.91,"andrea",5,4,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
93,"female",19,1052.62,"andrea",3,7,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
94,"female",20,777.49,"andrea",4,4,4,"filler","","Andréa","Andréa va bientôt aller voir son médecin."
7,"female",32,412.38,"kevin",3,1,2,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
10,"female",24,724.59,"kevin",4,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
11,"female",21,839.88,"kevin",3,1,3,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
12,"female",22,518.82,"kevin",3,1,5,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
14,"male",27,1493.74,"kevin",2,1,1,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
17,"female",25,840.05,"kevin",3,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
18,"female",21,1413.65,"kevin",1,1,2,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
19,"N/A",32,448.5,"kevin",3,1,2,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
20,"female",20,651.83,"kevin",5,6,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
22,"female",25,1095.14,"kevin",4,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
24,"female",22,1167.49,"kevin",4,1,3,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
25,"male",24,677.83,"kevin",3,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
26,"female",28,520.58,"kevin",2,1,3,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
27,"female",31,981.42,"kevin",3,1,3,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
31,"male",31,1266.73,"kevin",3,1,3,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
32,"female",21,701.66,"kevin",3,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
33,"female",31,855.51,"kevin",1,1,3,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
34,"female",20,502.56,"kevin",3,1,5,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
35,"female",31,792.85,"kevin",4,1,3,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
37,"female",25,631.36,"kevin",5,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
38,"female",29,496.41,"kevin",4,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
39,"female",25,654.53,"kevin",2,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
40,"female",20,810.88,"kevin",1,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
41,"female",33,735.17,"kevin",6,5,5,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
43,"male",24,852.1,"kevin",3,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
47,"female",20,575.59,"kevin",1,1,3,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
48,"male",52,598.34,"kevin",3,5,5,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
49,"female",28,714.02,"kevin",3,1,3,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
53,"female",20,434.3,"kevin",3,1,3,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
55,"male",31,587.57,"kevin",3,1,5,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
56,"female",21,648.32,"kevin",2,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
57,"male",29,891.36,"kevin",3,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
58,"male",19,481.45,"kevin",3,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
59,"female",32,1233.38,"kevin",3,7,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
60,"female",22,491.28,"kevin",4,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
62,"female",20,1199.42,"kevin",2,1,2,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
63,"female",25,830.89,"kevin",2,1,2,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
64,"female",63,742.23,"kevin",3,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
66,"female",22,654.75,"kevin",3,1,3,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
67,"female",43,1016.14,"kevin",3,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
68,"female",50,817.01,"kevin",4,4,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
69,"female",19,447.26,"kevin",3,1,1,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
72,"female",19,674.88,"kevin",2,1,1,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
73,"male",56,905.11,"kevin",1,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
74,"female",19,781.13,"kevin",2,1,3,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
75,"male",48,710.52,"kevin",4,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
76,"female",31,311.7,"kevin",4,4,3,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
77,"male",26,1415.85,"kevin",2,1,3,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
78,"female",25,842.81,"kevin",3,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
79,"female",60,1166.06,"kevin",2,1,5,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
81,"female",34,609.99,"kevin",2,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
83,"female",66,874.4,"kevin",5,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
85,"female",30,638.15,"kevin",2,1,2,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
87,"female",25,996.21,"kevin",2,1,1,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
88,"female",35,817.9,"kevin",1,1,2,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
89,"male",28,660.86,"kevin",3,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
90,"female",29,483.07,"kevin",2,1,3,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
91,"female",60,709.91,"kevin",2,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
93,"female",19,1052.62,"kevin",2,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
94,"female",20,777.49,"kevin",2,1,4,"filler","","Kevin","Kevin a sans doute dû partir à la plage."
7,"female",32,412.38,"emma",2,7,5,"filler","","Emma","Emma se promène en ville."
10,"female",24,724.59,"emma",4,7,4,"filler","","Emma","Emma se promène en ville."
11,"female",21,839.88,"emma",2,7,5,"filler","","Emma","Emma se promène en ville."
12,"female",22,518.82,"emma",4,6,5,"filler","","Emma","Emma se promène en ville."
14,"male",27,1493.74,"emma",3,7,4,"filler","","Emma","Emma se promène en ville."
17,"female",25,840.05,"emma",2,7,4,"filler","","Emma","Emma se promène en ville."
18,"female",21,1413.65,"emma",3,7,4,"filler","","Emma","Emma se promène en ville."
19,"N/A",32,448.5,"emma",4,7,4,"filler","","Emma","Emma se promène en ville."
20,"female",20,651.83,"emma",5,6,4,"filler","","Emma","Emma se promène en ville."
22,"female",25,1095.14,"emma",4,7,4,"filler","","Emma","Emma se promène en ville."
24,"female",22,1167.49,"emma",3,7,4,"filler","","Emma","Emma se promène en ville."
25,"male",24,677.83,"emma",2,7,4,"filler","","Emma","Emma se promène en ville."
26,"female",28,520.58,"emma",2,7,5,"filler","","Emma","Emma se promène en ville."
27,"female",31,981.42,"emma",3,7,3,"filler","","Emma","Emma se promène en ville."
31,"male",31,1266.73,"emma",4,7,4,"filler","","Emma","Emma se promène en ville."
32,"female",21,701.66,"emma",6,7,4,"filler","","Emma","Emma se promène en ville."
33,"female",31,855.51,"emma",1,7,5,"filler","","Emma","Emma se promène en ville."
34,"female",20,502.56,"emma",5,7,5,"filler","","Emma","Emma se promène en ville."
35,"female",31,792.85,"emma",2,7,3,"filler","","Emma","Emma se promène en ville."
37,"female",25,631.36,"emma",5,7,4,"filler","","Emma","Emma se promène en ville."
38,"female",29,496.41,"emma",4,4,4,"filler","","Emma","Emma se promène en ville."
39,"female",25,654.53,"emma",3,7,5,"filler","","Emma","Emma se promène en ville."
40,"female",20,810.88,"emma",1,7,4,"filler","","Emma","Emma se promène en ville."
41,"female",33,735.17,"emma",5,4,5,"filler","","Emma","Emma se promène en ville."
43,"male",24,852.1,"emma",4,7,4,"filler","","Emma","Emma se promène en ville."
47,"female",20,575.59,"emma",4,7,5,"filler","","Emma","Emma se promène en ville."
48,"male",52,598.34,"emma",4,7,5,"filler","","Emma","Emma se promène en ville."
49,"female",28,714.02,"emma",3,7,4,"filler","","Emma","Emma se promène en ville."
53,"female",20,434.3,"emma",4,7,5,"filler","","Emma","Emma se promène en ville."
55,"male",31,587.57,"emma",3,7,6,"filler","","Emma","Emma se promène en ville."
56,"female",21,648.32,"emma",3,7,4,"filler","","Emma","Emma se promène en ville."
57,"male",29,891.36,"emma",3,7,4,"filler","","Emma","Emma se promène en ville."
58,"male",19,481.45,"emma",4,7,4,"filler","","Emma","Emma se promène en ville."
59,"female",32,1233.38,"emma",3,7,4,"filler","","Emma","Emma se promène en ville."
60,"female",22,491.28,"emma",3,7,4,"filler","","Emma","Emma se promène en ville."
62,"female",20,1199.42,"emma",3,7,4,"filler","","Emma","Emma se promène en ville."
63,"female",25,830.89,"emma",2,7,3,"filler","","Emma","Emma se promène en ville."
64,"female",63,742.23,"emma",4,7,4,"filler","","Emma","Emma se promène en ville."
66,"female",22,654.75,"emma",3,7,4,"filler","","Emma","Emma se promène en ville."
67,"female",43,1016.14,"emma",4,7,4,"filler","","Emma","Emma se promène en ville."
68,"female",50,817.01,"emma",4,4,4,"filler","","Emma","Emma se promène en ville."
69,"female",19,447.26,"emma",3,7,4,"filler","","Emma","Emma se promène en ville."
72,"female",19,674.88,"emma",3,7,5,"filler","","Emma","Emma se promène en ville."
73,"male",56,905.11,"emma",4,7,4,"filler","","Emma","Emma se promène en ville."
74,"female",19,781.13,"emma",3,7,5,"filler","","Emma","Emma se promène en ville."
75,"male",48,710.52,"emma",4,7,4,"filler","","Emma","Emma se promène en ville."
76,"female",31,311.7,"emma",4,3,3,"filler","","Emma","Emma se promène en ville."
77,"male",26,1415.85,"emma",2,7,4,"filler","","Emma","Emma se promène en ville."
78,"female",25,842.81,"emma",3,7,4,"filler","","Emma","Emma se promène en ville."
79,"female",60,1166.06,"emma",2,7,4,"filler","","Emma","Emma se promène en ville."
81,"female",34,609.99,"emma",3,6,4,"filler","","Emma","Emma se promène en ville."
83,"female",66,874.4,"emma",2,7,4,"filler","","Emma","Emma se promène en ville."
85,"female",30,638.15,"emma",2,7,5,"filler","","Emma","Emma se promène en ville."
87,"female",25,996.21,"emma",2,7,4,"filler","","Emma","Emma se promène en ville."
88,"female",35,817.9,"emma",3,7,4,"filler","","Emma","Emma se promène en ville."
89,"male",28,660.86,"emma",4,7,4,"filler","","Emma","Emma se promène en ville."
90,"female",29,483.07,"emma",3,7,4,"filler","","Emma","Emma se promène en ville."
91,"female",60,709.91,"emma",4,7,4,"filler","","Emma","Emma se promène en ville."
93,"female",19,1052.62,"emma",3,7,4,"filler","","Emma","Emma se promène en ville."
94,"female",20,777.49,"emma",4,7,4,"filler","","Emma","Emma se promène en ville."
7,"female",32,412.38,"constance",3,7,4,"filler","","Constance","Constance a raté le bus."
10,"female",24,724.59,"constance",4,7,4,"filler","","Constance","Constance a raté le bus."
11,"female",21,839.88,"constance",3,7,3,"filler","","Constance","Constance a raté le bus."
12,"female",22,518.82,"constance",4,7,5,"filler","","Constance","Constance a raté le bus."
14,"male",27,1493.74,"constance",2,7,3,"filler","","Constance","Constance a raté le bus."
17,"female",25,840.05,"constance",2,7,4,"filler","","Constance","Constance a raté le bus."
18,"female",21,1413.65,"constance",2,7,4,"filler","","Constance","Constance a raté le bus."
19,"N/A",32,448.5,"constance",3,7,4,"filler","","Constance","Constance a raté le bus."
20,"female",20,651.83,"constance",4,4,4,"filler","","Constance","Constance a raté le bus."
22,"female",25,1095.14,"constance",4,7,4,"filler","","Constance","Constance a raté le bus."
24,"female",22,1167.49,"constance",3,6,4,"filler","","Constance","Constance a raté le bus."
25,"male",24,677.83,"constance",5,7,5,"filler","","Constance","Constance a raté le bus."
26,"female",28,520.58,"constance",2,7,4,"filler","","Constance","Constance a raté le bus."
27,"female",31,981.42,"constance",2,7,3,"filler","","Constance","Constance a raté le bus."
31,"male",31,1266.73,"constance",3,7,4,"filler","","Constance","Constance a raté le bus."
32,"female",21,701.66,"constance",2,7,2,"filler","","Constance","Constance a raté le bus."
33,"female",31,855.51,"constance",3,7,5,"filler","","Constance","Constance a raté le bus."
34,"female",20,502.56,"constance",4,7,5,"filler","","Constance","Constance a raté le bus."
35,"female",31,792.85,"constance",2,7,3,"filler","","Constance","Constance a raté le bus."
37,"female",25,631.36,"constance",3,7,4,"filler","","Constance","Constance a raté le bus."
38,"female",29,496.41,"constance",5,7,3,"filler","","Constance","Constance a raté le bus."
39,"female",25,654.53,"constance",2,7,5,"filler","","Constance","Constance a raté le bus."
40,"female",20,810.88,"constance",3,7,4,"filler","","Constance","Constance a raté le bus."
41,"female",33,735.17,"constance",4,5,5,"filler","","Constance","Constance a raté le bus."
43,"male",24,852.1,"constance",2,7,3,"filler","","Constance","Constance a raté le bus."
47,"female",20,575.59,"constance",1,7,6,"filler","","Constance","Constance a raté le bus."
48,"male",52,598.34,"constance",2,6,4,"filler","","Constance","Constance a raté le bus."
49,"female",28,714.02,"constance",3,7,6,"filler","","Constance","Constance a raté le bus."
53,"female",20,434.3,"constance",3,7,3,"filler","","Constance","Constance a raté le bus."
55,"male",31,587.57,"constance",3,7,3,"filler","","Constance","Constance a raté le bus."
56,"female",21,648.32,"constance",1,7,4,"filler","","Constance","Constance a raté le bus."
57,"male",29,891.36,"constance",2,7,4,"filler","","Constance","Constance a raté le bus."
58,"male",19,481.45,"constance",3,5,4,"filler","","Constance","Constance a raté le bus."
59,"female",32,1233.38,"constance",5,7,5,"filler","","Constance","Constance a raté le bus."
60,"female",22,491.28,"constance",2,7,4,"filler","","Constance","Constance a raté le bus."
62,"female",20,1199.42,"constance",2,7,3,"filler","","Constance","Constance a raté le bus."
63,"female",25,830.89,"constance",1,7,6,"filler","","Constance","Constance a raté le bus."
64,"female",63,742.23,"constance",4,7,4,"filler","","Constance","Constance a raté le bus."
66,"female",22,654.75,"constance",4,7,3,"filler","","Constance","Constance a raté le bus."
67,"female",43,1016.14,"constance",4,7,3,"filler","","Constance","Constance a raté le bus."
68,"female",50,817.01,"constance",4,4,4,"filler","","Constance","Constance a raté le bus."
69,"female",19,447.26,"constance",3,7,4,"filler","","Constance","Constance a raté le bus."
72,"female",19,674.88,"constance",2,7,5,"filler","","Constance","Constance a raté le bus."
73,"male",56,905.11,"constance",4,7,4,"filler","","Constance","Constance a raté le bus."
74,"female",19,781.13,"constance",1,5,3,"filler","","Constance","Constance a raté le bus."
75,"male",48,710.52,"constance",4,7,4,"filler","","Constance","Constance a raté le bus."
76,"female",31,311.7,"constance",4,3,4,"filler","","Constance","Constance a raté le bus."
77,"male",26,1415.85,"constance",2,7,4,"filler","","Constance","Constance a raté le bus."
78,"female",25,842.81,"constance",3,7,4,"filler","","Constance","Constance a raté le bus."
79,"female",60,1166.06,"constance",2,7,5,"filler","","Constance","Constance a raté le bus."
81,"female",34,609.99,"constance",4,7,4,"filler","","Constance","Constance a raté le bus."
83,"female",66,874.4,"constance",3,7,4,"filler","","Constance","Constance a raté le bus."
85,"female",30,638.15,"constance",3,6,4,"filler","","Constance","Constance a raté le bus."
87,"female",25,996.21,"constance",2,7,5,"filler","","Constance","Constance a raté le bus."
88,"female",35,817.9,"constance",4,7,4,"filler","","Constance","Constance a raté le bus."
89,"male",28,660.86,"constance",4,7,4,"filler","","Constance","Constance a raté le bus."
90,"female",29,483.07,"constance",2,7,3,"filler","","Constance","Constance a raté le bus."
91,"female",60,709.91,"constance",2,7,4,"filler","","Constance","Constance a raté le bus."
93,"female",19,1052.62,"constance",3,7,5,"filler","","Constance","Constance a raté le bus."
